,mean_MFCC_2nd_coef,mean_MFCC_7th_coef,mean_MFCC_10th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta
558,3.8439,0.70168,-0.79069,0.48968,0.44118,0.44539,0.39789,0.32053,0.22793,0.021482,0.073727,0.071276,0.09039,0.09279,0.068893,0.06196,0.062273,0.051847,0.060473
559,2.9198,0.654,-0.49144,0.59493,0.58999,0.52396,0.42345,0.33319,0.25672,0.019871,0.073442,0.063849,0.077964,0.070534,0.055472,0.062118,0.054,0.045489,0.045195
560,3.4662,0.21395,-0.80776,0.47639,0.49351,0.41586,0.33266,0.30806,0.25831,0.024253,0.058253,0.056441,0.060032,0.06437,0.0479,0.051501,0.044239,0.043741,0.054428
561,-0.23853,-0.7169,-1.038,0.64217,0.54894,0.28069,0.30905,0.24911,0.27738,0.012277,0.085447,0.064746,0.040798,0.048058,0.036341,0.034927,0.041056,0.030607,0.03178
562,-1.2578,0.18281,-0.61116,0.40643,0.35046,0.39935,0.25309,0.32197,0.18712,0.012337,0.047241,0.036962,0.045478,0.035352,0.028221,0.028872,0.028825,0.02947,0.028854
563,-0.047054,-0.68761,-0.71358,0.61709,0.52408,0.22301,0.19621,0.16695,0.31787,0.01405,0.061029,0.047019,0.03579,0.029803,0.034615,0.02923,0.023528,0.02187,0.025061
564,2.538,-1.5018,-0.61763,0.63971,0.43524,0.28515,0.29109,0.22102,0.16106,0.038895,0.078174,0.046424,0.051064,0.038065,0.040029,0.044182,0.034567,0.036535,0.046033
565,2.641,-1.5083,-0.60661,0.64727,0.34972,0.20724,0.25729,0.255,0.17006,0.043575,0.073158,0.050995,0.050358,0.033566,0.02857,0.028185,0.028534,0.035142,0.039507
566,1.7649,-1.7102,-0.34453,0.67683,0.72332,0.31906,0.36533,0.32121,0.18608,0.07462,0.084782,0.06947,0.081262,0.042842,0.053,0.042732,0.0453,0.045189,0.059665
567,-1.4631,-0.34193,-1.8153,0.58747,0.44433,0.295,0.25235,0.21637,0.19658,0.021992,0.08923,0.060948,0.09337,0.039896,0.05057,0.0508,0.027846,0.025156,0.030703
568,-1.4382,-0.13726,-1.6049,0.51354,0.62468,0.40902,0.37021,0.23377,0.19289,0.018583,0.053754,0.049251,0.050002,0.044448,0.03498,0.046311,0.03413,0.037637,0.033181
569,-1.4356,0.092458,-1.6599,0.54569,0.47878,0.2807,0.26544,0.1708,0.23298,0.014914,0.060491,0.059587,0.039914,0.035682,0.030727,0.028296,0.022941,0.023031,0.024868
570,2.8666,0.99887,-1.7942,0.54588,0.47415,0.41426,0.31595,0.30038,0.34837,0.02403,0.072722,0.048782,0.05954,0.069759,0.066477,0.055318,0.038491,0.038619,0.041981
571,3.2492,0.64961,-2.2081,0.44812,0.37697,0.40527,0.30155,0.29471,0.33156,0.033654,0.059108,0.050609,0.057559,0.070105,0.052132,0.049125,0.04145,0.038506,0.046743
572,3.1168,0.66633,-1.8747,0.47471,0.40868,0.3393,0.31067,0.27705,0.21874,0.026949,0.068571,0.060766,0.051094,0.076833,0.051919,0.04958,0.0472,0.037242,0.056576
573,-0.22033,0.10532,-0.62574,1.0235,0.76382,0.36778,0.34116,0.33162,0.21279,0.026107,0.12462,0.093477,0.07499,0.063134,0.050177,0.054622,0.047545,0.044809,0.037395
574,0.79152,0.36362,-0.3421,0.89579,0.84252,0.38328,0.41541,0.29556,0.20985,0.02208,0.099591,0.076693,0.063433,0.057512,0.046622,0.049919,0.049994,0.038688,0.043174
575,-0.39916,0.579,-0.098928,0.76631,0.61383,0.48184,0.44461,0.34518,0.219,0.051773,0.11382,0.077465,0.08155,0.07281,0.060841,0.061665,0.068065,0.05202,0.039577
576,-2.0875,0.44835,-1.0986,0.86871,0.77977,0.28551,0.26458,0.22346,0.26366,0.018789,0.096112,0.084399,0.05,0.040682,0.040192,0.030775,0.037769,0.034373,0.027794
577,-0.46471,-0.42522,-0.89365,0.75959,0.8776,0.47536,0.40402,0.26339,0.22409,0.02924,0.1026,0.075435,0.047289,0.065549,0.053436,0.044517,0.04658,0.036232,0.02807
578,-1.7717,-0.50812,-0.39254,0.71341,1.0059,0.34531,0.37781,0.29825,0.24307,0.018014,0.080927,0.068509,0.048598,0.040135,0.038487,0.030295,0.030233,0.033421,0.027824
579,2.8587,0.30546,-1.201,0.57119,0.60301,0.21521,0.19215,0.33912,0.16893,0.031902,0.086847,0.047825,0.055156,0.039087,0.036061,0.03451,0.028753,0.041507,0.028218
580,3.2068,0.37402,-1.2645,0.46428,0.62692,0.32556,0.15796,0.26283,0.18158,0.036672,0.062662,0.05605,0.041445,0.033747,0.036554,0.038633,0.023414,0.03339,0.024428
581,2.6027,0.12345,-1.1652,0.44073,0.37174,0.2386,0.2114,0.20786,0.17774,0.04752,0.072491,0.039716,0.048579,0.032124,0.038976,0.042392,0.028539,0.030924,0.029426
582,0.43575,-1.1989,-1.0836,0.30024,0.34806,0.48179,0.31954,0.23208,0.23904,0.021939,0.038258,0.043132,0.041911,0.04459,0.035869,0.039655,0.028198,0.033722,0.026554
583,0.71635,-1.2512,-0.46998,0.33868,0.35827,0.31473,0.31999,0.17486,0.19352,0.019623,0.038765,0.034848,0.034227,0.032681,0.030901,0.032119,0.02689,0.025472,0.023482
584,-0.10681,-1.4728,-1.0513,0.34035,0.28841,0.20369,0.23427,0.225,0.14849,0.023352,0.039283,0.040961,0.029404,0.029512,0.026129,0.027177,0.023189,0.028034,0.025971
585,0.34751,-0.22562,0.25454,0.4945,0.41817,0.25805,0.20037,0.16988,0.13366,0.015372,0.06189,0.059173,0.041938,0.036171,0.027856,0.02241,0.02267,0.020216,0.021534
586,1.4903,0.27416,0.57366,0.45613,0.46735,0.42714,0.25642,0.23665,0.15021,0.022091,0.057463,0.065534,0.044124,0.035095,0.02935,0.036205,0.022216,0.029397,0.019757
587,-0.30518,-0.41178,-0.067604,0.49798,0.50978,0.21497,0.27365,0.14603,0.14896,0.015745,0.06669,0.051828,0.041753,0.039196,0.03608,0.032494,0.02698,0.021346,0.022557
588,-1.6126,-0.17745,-1.1965,0.49081,0.34026,0.20999,0.20669,0.19111,0.17907,0.019919,0.063126,0.047421,0.051183,0.038994,0.035721,0.029602,0.023269,0.026905,0.022915
589,-2.2301,-0.089663,-0.98161,0.48889,0.39419,0.33375,0.21166,0.16636,0.17877,0.017007,0.06189,0.048202,0.062691,0.051186,0.037951,0.036305,0.03187,0.025544,0.0254
590,-2.2447,0.14112,-0.9773,0.49914,0.32964,0.2487,0.2218,0.21253,0.16991,0.016595,0.072482,0.037096,0.06532,0.055749,0.032529,0.032713,0.032521,0.03502,0.022872
591,-0.039816,-1.0232,-1.0092,0.505,0.31567,0.31119,0.15442,0.27177,0.19404,0.012158,0.059123,0.034381,0.027236,0.048641,0.033184,0.028814,0.023283,0.037006,0.030289
592,1.7426,-0.73477,-1.2041,0.5001,0.45216,0.30695,0.26297,0.25453,0.20394,0.018966,0.067598,0.043478,0.034016,0.032208,0.042883,0.035704,0.026497,0.038309,0.025738
593,1.3734,-0.99798,-1.7168,0.3547,0.29713,0.2136,0.22392,0.2303,0.18629,0.020392,0.055944,0.037749,0.028769,0.030817,0.03005,0.030541,0.025593,0.027941,0.030436
594,0.44205,-1.0676,0.024949,0.60497,0.29843,0.25747,0.33219,0.26553,0.21929,0.034231,0.080081,0.044569,0.059321,0.052986,0.040421,0.034535,0.050306,0.029815,0.033256
595,0.85324,-0.80995,0.99911,0.57669,0.29385,0.22513,0.22002,0.23047,0.15426,0.028216,0.072668,0.038718,0.039917,0.053767,0.043426,0.029785,0.031381,0.033267,0.026417
596,1.377,-0.57223,0.025237,0.37429,0.42652,0.35044,0.31316,0.24708,0.20277,0.027075,0.043584,0.037888,0.039884,0.03797,0.039207,0.025893,0.034677,0.036813,0.030398
597,0.38418,0.93773,-1.1058,0.76341,0.74536,0.56964,0.52144,0.5021,0.34434,0.022392,0.1096,0.1014,0.084652,0.069038,0.08153,0.088228,0.080153,0.068548,0.043012
598,0.78531,1.1162,-1.1022,0.62811,0.54737,0.47827,0.42548,0.4487,0.26249,0.036217,0.088063,0.079264,0.078334,0.062862,0.071235,0.065609,0.058104,0.059867,0.055177
599,1.1843,1.2303,-1.0985,0.61194,0.75582,0.49671,0.49108,0.53881,0.27807,0.016142,0.07335,0.077383,0.066878,0.065669,0.063864,0.063375,0.05334,0.054097,0.045114
600,3.0253,0.0027609,-1.7198,0.72067,0.43712,0.43539,0.42244,0.30413,0.19673,0.045277,0.10831,0.064187,0.062959,0.097062,0.096647,0.072738,0.058835,0.044485,0.051505
601,2.7051,-0.0349,-1.8333,0.49981,0.39598,0.44536,0.34059,0.29098,0.22196,0.038432,0.061483,0.064371,0.059667,0.065931,0.069228,0.045331,0.046101,0.040105,0.050851
602,2.8806,0.23648,-2.2259,0.562,0.36518,0.50035,0.27014,0.26863,0.22235,0.040527,0.081666,0.047955,0.044333,0.067376,0.068925,0.068416,0.04076,0.038474,0.045055
603,-0.055611,1.746,-1.0126,0.36055,0.33491,0.25456,0.23591,0.26822,0.22343,0.060503,0.043783,0.048733,0.033433,0.034603,0.03042,0.042959,0.041936,0.044434,0.036557
604,-0.91163,1.0212,-0.55726,0.30972,0.55073,0.28384,0.32092,0.26143,0.27919,0.030482,0.045883,0.066974,0.051245,0.044906,0.038923,0.038521,0.045372,0.036455,0.032981
605,-1.6132,1.1453,-0.59985,0.2922,0.34241,0.20359,0.2062,0.23158,0.20412,0.047211,0.044155,0.068816,0.037195,0.039435,0.036314,0.032426,0.028715,0.038106,0.028612
606,1.8746,0.63477,-2.2527,0.85378,1.0986,0.59156,0.68677,0.59688,0.35065,0.11673,0.11222,0.1246,0.13454,0.094681,0.080986,0.069348,0.07749,0.061808,0.056933
607,1.5639,0.30622,-2.3514,1.3919,0.86359,0.53413,0.39013,0.49016,0.40016,0.089047,0.11342,0.086135,0.098395,0.077598,0.066714,0.069206,0.053235,0.058295,0.072481
608,1.568,-0.40909,-2.4756,1.5646,0.75604,0.75258,0.50566,0.3159,0.3883,0.1324,0.12059,0.095347,0.091909,0.087465,0.077178,0.066375,0.070244,0.04364,0.061543
609,1.0811,-0.25265,-1.2475,0.71249,0.43458,0.4024,0.32217,0.24364,0.4124,0.060818,0.084403,0.052828,0.059569,0.045794,0.059024,0.050717,0.036153,0.034216,0.036927
610,0.8608,-0.70981,-1.3281,0.66039,0.43931,0.33341,0.24579,0.26885,0.28554,0.040653,0.08069,0.062379,0.044323,0.053685,0.044864,0.048761,0.033662,0.042398,0.041813
611,1.2428,-0.45461,-0.84387,0.58568,0.65625,0.28302,0.35525,0.31377,0.54268,0.052429,0.084967,0.093381,0.062527,0.048637,0.035855,0.045084,0.058393,0.045153,0.037452
612,3.4759,0.15177,-0.93758,0.42978,0.4065,0.30118,0.35721,0.29838,0.21318,0.040015,0.0624,0.04429,0.03614,0.052298,0.051461,0.048017,0.048058,0.036828,0.04106
613,2.9846,0.38621,-1.0412,0.44649,0.41291,0.35245,0.3018,0.23241,0.2533,0.040731,0.048605,0.071813,0.059306,0.041598,0.041794,0.046817,0.048434,0.029632,0.039482
614,2.2563,0.97813,-1.4249,0.49277,0.42486,0.30641,0.3549,0.27967,0.24324,0.020678,0.046038,0.044728,0.03836,0.042451,0.033445,0.035285,0.042587,0.035642,0.032588
615,1.6374,0.42919,-0.35478,0.43702,0.30531,0.19732,0.22863,0.20543,0.19816,0.018596,0.056005,0.042071,0.042266,0.040949,0.027059,0.030494,0.032965,0.029735,0.030864
616,2.0703,-0.5796,-0.75057,0.57906,0.59641,0.24588,0.2211,0.22153,0.21335,0.016991,0.073441,0.076716,0.043372,0.037945,0.035075,0.037851,0.029666,0.032462,0.033358
617,1.8894,-0.16755,-0.93275,0.54528,0.41766,0.24948,0.25697,0.2222,0.26556,0.024106,0.0714,0.069467,0.045006,0.039626,0.038791,0.034102,0.040302,0.036042,0.032925
618,1.121,-1.2195,-2.1408,0.84031,0.46759,0.27277,0.30139,0.34104,0.23973,0.064247,0.12028,0.063784,0.044379,0.06074,0.063476,0.043144,0.040573,0.050271,0.071216
619,0.88384,-0.19145,-2.0609,0.74121,0.55502,0.40468,0.50599,0.35465,0.36305,0.083341,0.10643,0.083158,0.08538,0.071301,0.08243,0.058851,0.083443,0.059331,0.05886
620,1.3158,-1.1189,-1.6489,0.71663,0.50326,0.36674,0.30229,0.31853,0.26203,0.045489,0.093714,0.074409,0.060425,0.064311,0.064218,0.041821,0.039056,0.045519,0.061955
621,2.2783,0.95777,-0.97769,0.64442,0.54313,0.43726,0.40046,0.31892,0.29953,0.028267,0.094298,0.069183,0.070925,0.077764,0.053073,0.067411,0.057152,0.044267,0.05081
622,1.4776,1.3082,-1.5543,0.61125,0.58005,0.44387,0.45011,0.41463,0.28258,0.022941,0.083629,0.08319,0.076519,0.066851,0.059837,0.064274,0.06141,0.061303,0.047847
623,1.8532,0.89254,-0.60611,0.7257,0.51045,0.40191,0.37539,0.3339,0.29517,0.024127,0.097396,0.084704,0.071279,0.071676,0.046625,0.058848,0.05116,0.051833,0.054439
624,-0.91093,-0.10754,-0.6406,0.43741,0.60011,0.26058,0.27153,0.27792,0.18985,0.017168,0.059097,0.041413,0.037139,0.031042,0.033867,0.036642,0.035722,0.03464,0.034737
625,-0.35698,-0.16709,-0.83705,0.41039,0.4046,0.28974,0.29329,0.25233,0.18428,0.014689,0.053312,0.04841,0.044684,0.034561,0.033996,0.037546,0.032163,0.035362,0.033758
626,0.51507,0.55658,-0.96199,0.53566,0.4113,0.29209,0.29241,0.23422,0.19211,0.017488,0.036706,0.051218,0.036369,0.045779,0.025512,0.037013,0.034133,0.031773,0.028885
627,1.1601,-0.97835,-0.36339,0.71846,0.43773,0.23443,0.20696,0.17767,0.20012,0.01929,0.1047,0.064745,0.056275,0.033492,0.02571,0.024423,0.03026,0.025082,0.024777
628,1.8336,-0.51059,-0.23248,0.69923,0.48627,0.21332,0.1719,0.28081,0.24817,0.020825,0.07676,0.053882,0.046783,0.043991,0.030102,0.030482,0.024361,0.035017,0.026361
629,1.9399,-0.27412,-0.035821,0.43363,0.34878,0.23253,0.21358,0.28333,0.19716,0.020371,0.05572,0.043176,0.031742,0.03614,0.024862,0.030647,0.027965,0.024431,0.025052
630,4.4495,0.1916,-0.73117,0.40972,0.66748,0.48769,0.33156,0.31418,0.25891,0.032913,0.056526,0.048842,0.043753,0.043007,0.033052,0.039781,0.035323,0.034844,0.026011
631,3.3823,-0.028117,-0.70679,0.56026,0.56629,0.32586,0.2215,0.2428,0.2711,0.03899,0.077694,0.049951,0.044593,0.054359,0.031552,0.044147,0.033309,0.041281,0.037844
632,3.231,-0.026241,-0.78083,0.543,0.29829,0.38035,0.24371,0.29464,0.26998,0.030826,0.062708,0.042405,0.049988,0.046017,0.034578,0.040672,0.03658,0.040175,0.042641
633,1.645,0.66478,-1.1783,0.61351,0.51793,0.41217,0.36597,0.24419,0.29696,0.061864,0.079991,0.080559,0.067733,0.083308,0.059201,0.071802,0.053081,0.036298,0.044882
634,1.2422,0.7017,-0.79585,0.66932,0.63069,0.41483,0.36925,0.35293,0.25857,0.044847,0.09194,0.092272,0.073891,0.075583,0.055273,0.064569,0.048346,0.052827,0.044364
635,2.4622,0.85604,-0.84253,0.59205,0.46021,0.45234,0.41906,0.29195,0.28053,0.053337,0.07167,0.058626,0.06295,0.063989,0.064598,0.050776,0.046013,0.04383,0.055364
636,-0.82164,0.41372,-1.7452,0.34882,0.48019,0.25806,0.24869,0.21524,0.19655,0.038815,0.050519,0.061191,0.060738,0.054617,0.056461,0.041167,0.035114,0.033549,0.028896
637,0.50195,0.39643,-1.3311,0.41858,0.48595,0.26254,0.26693,0.30647,0.23857,0.039498,0.035945,0.057173,0.049115,0.04954,0.041928,0.031521,0.03616,0.03404,0.039601
638,1.2183,0.62979,-1.5268,0.4578,0.42352,0.25973,0.34121,0.24806,0.30278,0.029271,0.038854,0.044538,0.04204,0.030682,0.043913,0.030876,0.036121,0.034777,0.037294
639,1.8262,-0.56134,-1.1294,0.41769,0.32996,0.27584,0.16568,0.20117,0.27527,0.026385,0.057369,0.040776,0.031145,0.025098,0.028013,0.02626,0.023492,0.026366,0.024592
640,0.61015,-0.43546,-0.8211,0.67696,0.57161,0.20094,0.20535,0.28092,0.16188,0.033517,0.1033,0.044608,0.046855,0.029227,0.020393,0.026154,0.022378,0.029036,0.02654
641,1.5264,-0.63175,-1.1802,0.56445,0.40281,0.23629,0.19791,0.22678,0.17039,0.035943,0.059218,0.03952,0.041939,0.039925,0.037201,0.033371,0.029184,0.026673,0.025699
642,0.86356,-0.17871,-0.50034,0.62326,0.47403,0.33781,0.24801,0.28422,0.23982,0.045539,0.061756,0.052478,0.036518,0.041669,0.029691,0.038095,0.0267,0.038738,0.028241
643,0.89626,0.22075,-0.41206,0.94818,0.45622,0.35778,0.27148,0.33896,0.26028,0.11301,0.13449,0.061841,0.0438,0.052522,0.035833,0.041398,0.039396,0.043114,0.035633
644,1.4028,0.17269,-0.41042,0.55437,0.50407,0.31435,0.25079,0.25057,0.23131,0.055391,0.067686,0.062511,0.040914,0.046813,0.034347,0.037709,0.032919,0.037821,0.028702
645,3.1431,-0.62566,-0.48779,0.41295,0.58719,0.27488,0.26161,0.34467,0.25532,0.030475,0.05056,0.090813,0.053863,0.036082,0.040032,0.038559,0.032492,0.039389,0.032156
646,2.7476,-0.50906,-0.6285,0.56661,0.67004,0.37845,0.27941,0.27937,0.207,0.07455,0.072961,0.10384,0.073197,0.052752,0.069112,0.056487,0.042552,0.042825,0.042234
647,1.5403,-0.36523,-0.80619,0.31836,0.34662,0.31881,0.26924,0.31122,0.22433,0.041885,0.043305,0.05201,0.041688,0.04078,0.049842,0.045091,0.045573,0.050205,0.03329
648,-0.93302,0.46937,-0.86475,0.70306,0.46974,0.3066,0.23218,0.29241,0.18332,0.030295,0.092695,0.059124,0.045716,0.049941,0.045226,0.038675,0.029709,0.027789,0.023865
649,-1.303,0.6716,-1.4408,0.68584,0.46738,0.28186,0.31291,0.16815,0.2128,0.027618,0.068358,0.072674,0.065558,0.055081,0.048239,0.033143,0.036335,0.029649,0.029256
650,-0.66072,0.68825,-1.0334,0.69995,0.50692,0.3063,0.3273,0.24947,0.17315,0.035809,0.092318,0.066733,0.04774,0.04625,0.047185,0.041329,0.031724,0.035073,0.027519
651,2.0174,0.2815,-1.3812,0.45046,0.34521,0.33774,0.3122,0.27025,0.2508,0.040257,0.05163,0.04683,0.041418,0.047227,0.040425,0.04493,0.045426,0.039003,0.039557
652,1.1776,1.3202,-1.0678,0.68723,0.66328,0.42166,0.41025,0.26622,0.20176,0.037397,0.097609,0.091907,0.088292,0.072385,0.077742,0.061789,0.052171,0.042477,0.044513
653,2.1153,1.2783,-2.1007,0.42779,0.35607,0.34395,0.34166,0.29022,0.21268,0.03422,0.06652,0.060406,0.057134,0.075547,0.05054,0.050615,0.045998,0.046953,0.039713
654,3.1265,-0.24669,-0.59511,0.29648,0.28348,0.23715,0.22329,0.20478,0.19843,0.030314,0.04125,0.039681,0.032377,0.030744,0.033805,0.032778,0.028455,0.031407,0.030631
655,3.5589,-0.79074,-0.43847,0.38075,0.2569,0.29609,0.23936,0.32737,0.22659,0.039637,0.046978,0.038435,0.039165,0.043987,0.035473,0.043879,0.03795,0.051748,0.043498
656,3.5446,-0.13305,-0.31364,0.30041,0.37149,0.45352,0.23922,0.30612,0.18473,0.030205,0.031284,0.040149,0.045297,0.035504,0.041083,0.035873,0.033368,0.036368,0.03055
657,3.4148,-0.30217,-1.2588,0.4877,0.50104,0.25138,0.27196,0.26829,0.30288,0.015818,0.056372,0.039034,0.044121,0.030956,0.0311,0.03546,0.032634,0.037492,0.025552
658,4.0609,-0.052155,-1.2138,0.42229,0.37717,0.20429,0.24635,0.23537,0.1894,0.018741,0.047125,0.04086,0.036501,0.022877,0.028607,0.022496,0.023871,0.031843,0.025475
659,4.2437,0.32698,-0.80729,0.33827,0.35932,0.24522,0.21018,0.24601,0.1618,0.023808,0.037122,0.039648,0.027283,0.028886,0.024016,0.028482,0.02585,0.022987,0.023899
660,3.175,0.71493,-0.53725,0.55571,0.4685,0.46828,0.38731,0.31165,0.21093,0.024021,0.060263,0.052102,0.054886,0.062661,0.043384,0.05514,0.047608,0.035721,0.045051
661,3.6615,1.4301,-0.32181,0.7716,0.5628,0.52726,0.50168,0.29616,0.37281,0.026524,0.13074,0.11234,0.092973,0.097608,0.077091,0.067594,0.066596,0.046845,0.044102
662,2.456,1.1174,-0.78716,0.58078,0.42834,0.48652,0.38024,0.28425,0.34578,0.060463,0.073474,0.071396,0.078295,0.061383,0.056849,0.065539,0.048074,0.047104,0.041838
663,-0.16408,0.23804,0.86459,0.52023,0.3156,0.27893,0.29318,0.20474,0.18928,0.034265,0.082894,0.049082,0.049006,0.042763,0.034075,0.036789,0.034112,0.033614,0.036474
664,-0.87824,-0.066431,0.86435,0.43907,0.44377,0.294,0.26635,0.23782,0.29281,0.040921,0.059822,0.053826,0.040722,0.047506,0.039189,0.040473,0.034249,0.033898,0.034488
665,-0.44026,0.46441,0.36459,0.45494,0.53319,0.41402,0.24549,0.23899,0.24101,0.047682,0.065265,0.049017,0.051893,0.050265,0.049824,0.042095,0.039688,0.040563,0.032567
666,1.66,-0.52527,-1.5925,0.42981,0.31632,0.22584,0.18119,0.20381,0.18485,0.04791,0.05929,0.05068,0.040297,0.030847,0.021943,0.029359,0.023227,0.024157,0.027152
667,2.6143,-0.77929,-1.3198,0.52369,0.3659,0.24566,0.22715,0.25566,0.14676,0.039279,0.060111,0.053904,0.043181,0.032648,0.038319,0.026522,0.031807,0.036212,0.023829
668,2.0232,-0.27961,-1.2599,0.44149,0.55786,0.23238,0.32688,0.23001,0.18756,0.043073,0.063545,0.081025,0.045064,0.037913,0.029484,0.032341,0.034914,0.03282,0.02491
669,2.1744,2.184,-0.99692,0.48531,0.51883,0.39931,0.5557,0.30936,0.27744,0.034355,0.080569,0.052951,0.061855,0.050683,0.056104,0.06172,0.089544,0.048155,0.043529
670,2.7503,1.8502,-1.0994,0.48951,0.53222,0.45686,0.49186,0.35477,0.26541,0.034035,0.081297,0.07066,0.073304,0.081061,0.07843,0.062838,0.077785,0.055201,0.046672
671,2.648,1.9952,-1.6787,0.64178,0.66184,0.48824,0.53703,0.36611,0.28665,0.036487,0.089589,0.089737,0.092842,0.075783,0.065661,0.070307,0.08348,0.056461,0.044695
672,1.3718,1.0602,-0.93472,0.48739,0.54582,0.3555,0.30425,0.34876,0.21891,0.033493,0.065459,0.080318,0.061741,0.056911,0.041469,0.053632,0.045789,0.042699,0.04239
673,1.6717,1.1072,-1.3151,0.32387,0.37459,0.30326,0.32186,0.30654,0.21457,0.033659,0.054339,0.057687,0.0478,0.045794,0.038833,0.047331,0.045341,0.046989,0.045108
674,1.5539,0.89371,-0.69157,0.26142,0.37524,0.19084,0.25909,0.25194,0.27558,0.024734,0.035287,0.054956,0.040058,0.045093,0.037556,0.032245,0.033787,0.030827,0.039409
675,0.39936,0.69167,-0.813,0.31784,0.36962,0.33287,0.21154,0.20923,0.20495,0.010579,0.041161,0.048912,0.032884,0.042406,0.043581,0.047477,0.035228,0.030425,0.025964
676,0.64509,1.1006,-0.45487,0.30199,0.35243,0.26257,0.2868,0.20739,0.26149,0.020074,0.042905,0.057315,0.036795,0.029999,0.036895,0.028788,0.028625,0.027863,0.027594
677,1.3767,0.7245,-1.0862,0.3543,0.29077,0.2098,0.19909,0.22902,0.18241,0.015476,0.040611,0.045521,0.043877,0.030827,0.035659,0.029566,0.029836,0.025851,0.028986
678,2.657,1.063,-1.4229,0.48669,0.37868,0.55116,0.37885,0.32203,0.21437,0.026508,0.054238,0.049392,0.052219,0.054797,0.065993,0.053187,0.039848,0.03798,0.035503
679,1.163,0.68358,-0.93027,0.4745,0.48711,0.36306,0.31306,0.3242,0.22076,0.053309,0.073712,0.076151,0.047333,0.040816,0.041252,0.043231,0.039275,0.035573,0.044122
680,0.50427,0.78088,-0.74463,0.64516,0.29484,0.23186,0.29346,0.28513,0.22655,0.01087,0.093137,0.040054,0.035703,0.035899,0.035789,0.037455,0.043369,0.032581,0.032395
681,3.2461,0.44865,-0.42563,0.63138,0.55472,0.46123,0.41145,0.36497,0.30413,0.056125,0.091649,0.087799,0.095064,0.10531,0.061978,0.071204,0.058386,0.060139,0.053176
682,2.3322,0.83188,0.1413,0.60539,0.57707,0.50494,0.44084,0.44589,0.34962,0.062003,0.085562,0.078658,0.076571,0.084247,0.06568,0.069932,0.057559,0.064726,0.061386
683,3.5062,0.52777,-0.14256,0.5633,0.42568,0.46117,0.42232,0.38884,0.35,0.054011,0.083256,0.073073,0.084251,0.088356,0.065286,0.061642,0.061772,0.05661,0.058879
684,1.2037,-0.59982,-1.0448,0.70795,0.84342,0.5126,0.45185,0.36173,0.29734,0.049383,0.11508,0.098027,0.07757,0.069203,0.070352,0.070724,0.061247,0.051784,0.060325
685,1.2104,-0.68916,-0.61831,0.83482,0.70042,0.5085,0.40074,0.32787,0.2907,0.033457,0.11424,0.1065,0.077021,0.080355,0.072637,0.07495,0.0596,0.046633,0.052142
686,2.3952,-0.30536,-1.0392,0.82296,0.63473,0.51612,0.42124,0.29156,0.31715,0.028909,0.10475,0.079947,0.076035,0.080175,0.070205,0.066852,0.057714,0.045138,0.051822
687,1.2875,-1.3184,-0.83799,1.8279,0.52352,0.33991,0.29614,0.31438,0.2637,0.037907,0.24056,0.067429,0.12663,0.0619,0.063476,0.054768,0.04219,0.052024,0.047995
688,1.3588,-0.98061,-1.0243,1.8021,0.75722,0.40553,0.33089,0.36766,0.33387,0.046963,0.22759,0.066315,0.12137,0.068868,0.072062,0.062359,0.050329,0.064841,0.058969
689,1.6806,-0.97404,-0.93305,1.6303,0.60556,0.45518,0.30665,0.33639,0.29188,0.039727,0.18374,0.075278,0.097058,0.072322,0.072098,0.057432,0.041863,0.048225,0.042365
690,1.607,-0.51984,0.11592,0.36822,0.25666,0.27257,0.23913,0.22503,0.26627,0.04141,0.056649,0.037721,0.04244,0.047962,0.027633,0.034999,0.037325,0.030054,0.034436
691,1.468,-0.94954,-0.19031,0.4047,0.53762,0.52157,0.31964,0.35366,0.21332,0.021894,0.048695,0.05024,0.057956,0.047954,0.034265,0.051689,0.045272,0.031333,0.030572
692,3.5581,-0.63218,0.20884,0.29971,0.30744,0.33376,0.31415,0.29887,0.20846,0.047074,0.041401,0.048246,0.041434,0.030163,0.039015,0.05134,0.046038,0.040339,0.029524
693,2.8844,-0.1587,-1.1907,0.24184,0.24168,0.22615,0.23402,0.21423,0.21536,0.016941,0.029321,0.032219,0.032047,0.028835,0.029247,0.025699,0.030877,0.024906,0.029395
694,2.655,-0.18762,-1.3541,0.24625,0.31763,0.28213,0.22843,0.24877,0.2243,0.011919,0.035498,0.042551,0.035674,0.040133,0.033382,0.031239,0.032902,0.029958,0.032465
695,2.3401,0.24434,-0.82314,0.33709,0.33019,0.26988,0.26822,0.23339,0.21806,0.012972,0.04434,0.045889,0.042507,0.036036,0.037947,0.036173,0.03485,0.028854,0.034306
696,-1.748,-0.25249,-0.22631,0.30189,0.26354,0.27768,0.21825,0.20676,0.19205,0.01459,0.036176,0.040833,0.035583,0.032516,0.028853,0.030612,0.026441,0.021646,0.024157
697,-2.6722,-0.86266,-0.69413,0.41391,0.26712,0.20988,0.25433,0.22688,0.29031,0.010661,0.031051,0.029331,0.026261,0.028768,0.037802,0.03213,0.029424,0.026628,0.022355
