,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_22,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_kurtosisValue_dec_1
526,-798953.1973,-122799.1579,-76783.3352,-15768.2215,-20676.7913,-17454.6486,-17736.0512,-15236.0903,-8949.7004,-8000.4442,-8454.2289,-4402.5547,-3748.0365,-3221.0288,43.6178
527,-739232.899,-87179.7396,-54901.4368,-20449.1865,-17558.162,-17202.9592,-19803.668,-11415.8793,-7884.1494,-15611.7976,-7864.0546,-4701.4765,-4049.7375,-3471.7041,5548.5468
528,-841076.8524,-115833.9995,-80657.8929,-18422.4965,-16746.7104,-13324.5386,-10641.3569,-14329.9981,-7508.0074,-3523.2102,-7865.7497,-3219.596,-2740.8323,-2271.2956,2643.9525
529,-819706.058,-116695.8186,-81806.7493,-19397.4837,-17404.9437,-12764.7489,-9867.7661,-13647.6278,-7568.9556,-3332.0382,-7485.6909,-2879.7681,-2457.88,-2066.8599,272.8553
530,-843574.5012,-118700.2728,-81578.2098,-16823.2487,-16131.3277,-13755.1271,-10134.6461,-12844.5082,-8427.9976,-3553.3734,-7200.7901,-2712.9803,-2560.3336,-2066.5649,90.4708
531,-577288.7693,-149223.0695,-95253.5837,-27767.5123,-30419.3485,-23024.8461,-16241.9236,-12416.6748,-8136.9001,-4426.0249,-834.2712,-2377.7587,-2060.4085,-1747.802,7.9529
532,-638219.2721,-160718.6645,-107948.8072,-18926.6663,-19583.9495,-17709.4636,-12383.2747,-12242.7704,-8397.0514,-6021.2917,-1811.7206,-2207.0819,-1988.5211,-1684.7373,5.9129
533,-668462.7899,-167584.6911,-114667.5572,-22160.7882,-22086.4799,-20038.5866,-16645.985,-13340.1082,-8584.212,-8263.1131,-2561.97,-2567.5249,-2119.6545,-1825.3263,15.4124
534,-803407.2491,-79379.8756,-58998.5648,-29360.4562,-23720.6543,-14985.3975,-13010.1285,-18738.4517,-28782.3318,-20856.3087,-12724.8036,-4732.0822,-3940.3761,-3311.0657,59.773
535,-806940.3101,-89038.7324,-67412.2144,-16613.3577,-22216.8229,-17078.7865,-10159.9734,-8811.6521,-13509.2034,-17604.4101,-9353.1948,-3585.2668,-3558.0769,-2889.8885,1109.0087
536,-840898.4653,-96571.7154,-68625.9615,-20974.378,-26018.6298,-14979.3753,-10813.7783,-12320.782,-21296.3173,-17205.0077,-11430.8665,-4793.7742,-3958.0143,-3246.4076,684.781
537,-661939.8557,-164970.5561,-101755.0828,-14247.9192,-13702.8916,-16445.266,-12077.6044,-10620.0199,-6355.3512,-4689.6366,-571.9877,-2439.1183,-2280.7035,-1853.1571,23.2501
538,-700225.7776,-167576.1126,-115952.2591,-18857.439,-15638.569,-19249.9723,-13816.6875,-10322.4411,-5483.8299,-5578.6883,-63.0851,-2746.5535,-2319.8338,-1961.7275,2327.6974
539,-702635.4301,-158135.7821,-97648.3392,-18937.4144,-16024.8026,-18135.6517,-12021.3054,-10761.5794,-7172.4973,-5470.534,-329.4101,-2504.6798,-2027.8949,-1756.6397,149.5884
540,-739647.7,-153245.1365,-105766.8061,-20891.6197,-11418.2534,-9858.5757,-16814.3653,-16935.3614,-11637.1537,-11091.0971,-5000.0473,-1558.0536,-1061.6558,-918.3079,947.4774
541,-792264.4766,-145476.3644,-103244.9964,-21487.9708,-13218.0231,-13204.9558,-21687.4263,-14395.4087,-10514.9724,-12258.3523,-5481.4474,-1437.456,-979.6286,-729.287,8.1954
542,-681078.6098,-128634.0297,-96639.9449,-16506.714,-8860.7194,-9145.0914,-18828.2273,-14618.9014,-10433.8394,-12634.6632,-6290.23,-2055.231,-1760.2647,-1287.4747,4.4627
543,-687628.7804,-142511.8878,-99889.3422,-18501.1047,-17036.91,-10553.0056,-11053.8448,-9621.6059,-3773.5894,-3310.8335,-9170.6103,-3231.1582,-2975.1988,-2338.2738,15.4542
544,-667803.4195,-131678.9372,-94171.6487,-17714.6617,-13315.2894,-7488.9984,-8332.4863,-9797.5858,-3857.9493,-3389.2705,-9615.614,-3399.4207,-2773.0187,-2308.3771,20.2402
545,-650107.9741,-134481.2851,-97874.6561,-29421.161,-23079.0383,-13460.1031,-9834.2736,-10656.2171,-5094.6985,-749.4438,-8795.3665,-2673.7325,-2436.7401,-2098.9859,222.9589
546,-989976.7004,-191625.0993,-134744.9385,-30238.01,-29054.6676,-25492.1607,-19100.9808,-15427.0574,-16480.268,-5686.4611,-7318.7212,-3984.6922,-3382.1778,-3065.7771,8.0368
547,-976721.1664,-175365.6382,-125018.6679,-25580.7844,-21684.5058,-19203.766,-16012.1534,-13061.1778,-15461.9052,-5697.759,-7148.7968,-4185.578,-3573.3255,-3086.9551,8.1998
548,-990298.6813,-186157.1794,-137116.1466,-30689.0863,-28131.9787,-25428.9447,-19543.8439,-16166.8667,-16333.5321,-5742.8402,-7209.3833,-3938.2346,-3475.2246,-3004.6741,10.1147
549,-869908.4889,-220024.009,-165253.8535,-33040.0433,-23797.6262,-23228.2267,-16791.4809,-9272.4591,-6392.5102,-4209.4697,-2580.2542,-3949.3117,-3322.5235,-2966.667,11.3072
550,-860109.5513,-209448.8602,-174814.7372,-36678.2932,-28774.7181,-25337.521,-12321.3998,-6377.0104,-5045.9079,-6098.0904,-5310.236,-3986.745,-3700.0815,-3108.4011,19.4796
551,-871126.5716,-208676.9591,-170134.6088,-36338.1149,-27968.9108,-24173.0973,-14195.8038,-8208.4825,-6736.5212,-6016.1135,-5721.3629,-3763.0923,-3667.6912,-3075.8472,6.2636
552,-833438.7058,-205898.9296,-150377.5729,-49394.9054,-35627.0007,-25261.5076,-22018.728,-17758.0109,-9986.8321,-6649.486,-8492.8565,-3892.2171,-3572.0083,-3215.1213,16.2631
553,-882829.8821,-210057.397,-151898.95,-49133.426,-36740.8115,-27074.1766,-25097.4999,-18225.1319,-10936.1924,-8562.0181,-9847.9722,-4186.3579,-4119.4547,-3698.4291,8.3372
554,-890534.1229,-218592.6991,-161672.5943,-53834.2485,-40681.8249,-29945.804,-25831.5607,-19748.7314,-11654.7169,-7729.662,-10440.5921,-4252.3962,-4144.9975,-3544.1548,14.061
555,-735543.5131,-141428.4881,-89520.3387,-20698.3801,-20351.8166,-17082.8786,-15042.8788,-12766.5954,-10520.2201,-3126.1599,-4012.3734,-2363.5948,-1978.6218,-1551.5396,13.3485
556,-719800.147,-141950.6076,-94075.2364,-20023.247,-21744.6129,-18344.3719,-15496.4621,-9951.2682,-8107.9483,-2141.921,-3403.6718,-2723.126,-2268.6354,-1774.1304,189.2752
557,-760758.9687,-138689.158,-92365.1406,-21271.3427,-20244.371,-19475.4356,-17387.9458,-11197.8938,-9193.8547,-2125.7047,-3306.1151,-2148.2296,-1850.4835,-1563.5541,11.7644
558,-895217.4158,-243549.2758,-172068.4,-42429.8036,-31646.5762,-22909.6027,-18509.0006,-15514.5824,-12067.938,-6903.2612,-4364.5135,-3886.0938,-3939.1743,-3356.8082,13.5268
559,-897519.9163,-223982.9633,-153106.6806,-43001.5699,-32931.5187,-24447.6983,-21649.9318,-15463.4586,-13228.2425,-5768.0966,-6226.5446,-3786.7392,-3808.8131,-3283.0415,18.2249
560,-885770.4516,-244304.0057,-177740.0086,-41391.3153,-31235.6238,-24694.2012,-20221.7926,-16018.9181,-12418.8574,-8679.2112,-5728.0138,-3446.6039,-3724.5269,-3319.2069,13.7278
561,-776140.8582,-113405.2445,-78417.5225,-19537.6426,-21068.0731,-14409.4144,-13757.2894,-13506.9536,-6804.3421,-5038.4857,-8958.6632,-2891.7677,-1975.8195,-1331.863,3262.9093
562,-504549.0993,-73524.287,-45472.6824,-12794.7449,-13469.8815,-10337.7657,-12448.5756,-7927.1087,-4394.795,-5396.2464,-5797.9739,-1771.7036,-1371.125,-1131.2208,480.0139
563,-786555.6263,-111466.2473,-68525.4248,-13886.6547,-18529.0206,-12883.8159,-14582.9607,-10578.6035,-5201.7531,-5752.8457,-8825.6291,-2551.539,-2064.8644,-1731.1736,410.4788
564,-943879.5531,-155387.9142,-110511.9369,-21540.5543,-20075.2762,-15206.414,-12651.6871,-13584.9306,-6115.2003,-3269.7086,-9574.409,-4693.7434,-4031.7161,-3549.0256,5621.1046
565,-957834.512,-143880.672,-100455.1645,-22887.5022,-20682.9947,-13689.0798,-11775.3067,-12692.8712,-5629.9552,-3335.6865,-9747.1165,-4535.1431,-4145.8912,-3463.1234,6278.5431
566,-955123.3137,-142039.9243,-100814.0897,-19528.9527,-20353.1463,-18926.8586,-17061.6063,-13365.0527,-6645.387,-4315.2491,-9535.5051,-4478.3821,-4055.635,-3562.2428,41.2337
567,-725634.6358,-75638.5143,-45976.5222,-23077.6468,-20955.6024,-13290.5405,-12569.8045,-12730.8272,-6060.5092,-4337.5532,-8991.7788,-2398.7035,-2384.4589,-1829.4951,1004.7289
568,-741268.6738,-81332.1964,-50188.5717,-18265.8274,-19420.2879,-12381.8775,-11649.1368,-11641.6131,-5182.3953,-3435.3078,-9945.9461,-2795.2993,-2596.0234,-2133.633,28.8771
569,-768140.9147,-79917.2773,-48539.2375,-20362.4325,-20953.4253,-13758.9784,-12435.2912,-13488.8516,-6400.4356,-4056.4662,-10098.8198,-2587.7655,-2659.2162,-2125.313,252.1708
570,-867947.2842,-181881.7065,-119369.0654,-40436.2484,-33126.3313,-22700.0195,-17771.2007,-18441.4152,-12135.7197,-5729.5779,-10245.019,-4367.0094,-3888.9344,-3373.7909,11.5084
571,-855997.077,-179558.8439,-121779.7312,-40917.2841,-32305.2552,-22406.1909,-16224.7199,-16336.8167,-13497.4694,-5872.5136,-9489.2166,-3986.4404,-3851.1972,-3299.5819,11.2626
572,-859342.941,-178303.0225,-121854.2023,-38564.6829,-31430.0956,-22092.2513,-16646.3284,-16954.8601,-13002.5439,-6096.62,-9971.0492,-4344.0377,-3920.9516,-3358.0203,12.9246
573,-822912.4948,-171426.5086,-99324.2359,-15524.8402,-18754.6091,-21555.2384,-16949.0691,-10219.1942,-6964.3127,-7635.3605,-4374.3891,-2783.351,-2607.8856,-2216.5687,7949.0385
574,-794351.139,-170552.9983,-95994.6965,-13722.4716,-16738.9116,-19041.6803,-14660.3065,-7900.5196,-6027.8162,-6659.842,-3979.9095,-2624.7463,-2515.5546,-2365.8579,2069.6991
575,-832323.2119,-179266.8902,-106148.0259,-16406.8184,-18351.5099,-23105.8921,-17576.3493,-12167.7224,-8425.0183,-7684.5413,-3764.4746,-2540.1617,-2575.8089,-2159.7183,32.5914
576,-739897.9913,-100955.9334,-69082.834,-13648.8994,-17261.7668,-12501.0067,-14913.6542,-11910.7177,-6359.6881,-7381.4315,-9912.8482,-3160.8297,-2421.6402,-2106.993,663.1713
577,-598853.4312,-91251.415,-64518.9482,-10167.7478,-12984.1282,-8843.4639,-9882.1172,-7893.7825,-3459.4622,-3920.078,-8806.516,-2039.4082,-1554.8785,-1228.6959,467.478
578,-757104.6562,-99664.27,-73778.6106,-14313.7171,-16956.2538,-14421.9985,-18062.086,-9477.3551,-5461.4883,-10118.7972,-11264.1841,-3773.276,-3036.2418,-2478.3748,2046.5393
579,-882009.1153,-160641.0885,-108313.7664,-15133.8576,-11349.3317,-10742.1669,-11089.9098,-9178.6807,-12274.7148,-3276.0844,-8401.5652,-4157.6239,-3349.4744,-2959.4655,192.5123
580,-831561.7558,-143999.71,-81438.3168,-18885.1886,-12805.2835,-12563.2112,-7975.2075,-7141.7058,-11860.9305,-3256.3754,-8437.3105,-3934.238,-3442.8816,-3114.0229,12885.7909
581,-877373.6309,-149922.2214,-91512.0548,-18626.9393,-13275.6216,-12868.6532,-8040.7373,-7144.4075,-11607.1672,-3117.4511,-8582.7258,-3754.7143,-3286.7059,-2782.1007,5.3677
582,-679924.5206,-108686.4647,-81299.8025,-18801.2956,-12263.3709,-14510.8337,-9248.6088,-3235.7309,-1784.63,-13312.3245,-7694.3096,-2609.8268,-1999.1329,-1514.146,158.9332
583,-699892.46,-129438.4686,-98580.5787,-16578.3425,-10740.9392,-12985.9533,-10195.1008,-3959.4936,-2465.6358,-14284.0115,-8277.595,-3007.4868,-2233.0113,-1687.9569,5.5669
584,-624316.6304,-97226.2758,-72163.8672,-17235.3801,-11008.2157,-13396.2889,-10044.8449,-3732.2375,-2123.7253,-13846.1279,-7945.9973,-2627.6435,-2037.4738,-1574.5949,347.7522
585,-705456.414,-142986.3224,-88744.0892,-9756.4794,-13434.4572,-13861.353,-11083.9789,-8109.952,-10553.3164,-2982.5149,-9874.6646,-3115.1598,-2452.6516,-1988.1512,6.8876
586,-726286.0528,-147400.5799,-91600.8404,-12570.6314,-10369.6318,-15476.1148,-13215.7452,-8121.8467,-7669.1751,-3032.2739,-5742.4459,-2802.9955,-2248.4498,-1896.8543,1000.5032
587,-689412.076,-129557.0565,-77267.231,-9126.4232,-12485.3363,-14253.1506,-12327.6531,-9150.8706,-11165.8179,-3157.847,-10042.5847,-3227.9358,-2457.2977,-2011.1442,3153.9663
588,-782037.6955,-121105.8634,-75274.4478,-17496.6924,-20036.8406,-15989.8029,-20007.3244,-13746.8412,-8749.0392,-10730.0165,-11536.8532,-3386.379,-2823.2393,-2463.7433,10.71
589,-762718.8302,-118828.6378,-75053.588,-17419.5654,-21066.5756,-16493.7822,-19826.5357,-14543.303,-9176.81,-10489.1581,-12290.4994,-3736.3685,-3023.1737,-2530.5635,9.5266
590,-736943.8587,-112314.4181,-67326.112,-17751.13,-21778.8562,-17690.9429,-22113.33,-14796.6872,-9755.764,-11877.4515,-11995.1828,-3876.8511,-3186.1692,-2657.687,10.2128
591,-730986.1912,-131348.4313,-82806.8779,-16924.2509,-12112.9631,-11657.5643,-7085.6767,-8159.3553,-6853.263,-1049.435,-8586.0543,-2793.5322,-2456.7623,-1914.7152,30.3226
592,-694609.1114,-128414.9275,-79001.8886,-16482.3823,-13009.1042,-10975.3452,-7083.2002,-8967.0866,-6867.0868,-1596.8401,-8562.5389,-3260.3693,-2755.5728,-2183.8591,9.7655
593,-646512.2317,-117904.8716,-72711.9309,-14424.8315,-12128.5654,-10269.3048,-7545.8991,-11257.6035,-5740.8511,-1941.5375,-8938.437,-3164.0481,-2559.2555,-2064.2369,9.2389
594,-548407.4162,-175355.0433,-137419.3939,-18323.7916,-12477.9545,-15448.6956,-21339.2763,-18613.7852,-14854.2847,-11089.7563,-6122.9252,-797.4972,-945.7461,-1259.5853,816.8805
595,-502001.618,-187185.0744,-147787.0374,-23752.0069,-20523.5948,-16020.8528,-19638.2216,-17393.3054,-17257.5122,-9851.8838,-6178.1145,-857.087,-962.9,-1226.286,157.2357
596,-547135.1335,-166705.2511,-145675.3734,-26926.1146,-24174.16,-20175.1871,-23346.7384,-21212.0653,-19326.6094,-9609.8368,-5660.6696,-793.3446,-800.2409,-904.0402,734.2133
597,-798378.08,-145824.4734,-79510.3896,-16530.4543,-13262.5103,-19343.8054,-15470.1013,-9587.2799,-8376.257,-5199.9417,-6114.0949,-2774.3806,-2691.5024,-2302.485,11.9076
598,-766211.4391,-161346.5587,-99351.2996,-17458.1968,-12487.7581,-15505.7252,-14936.6902,-10414.6964,-8356.4686,-6196.7667,-5090.7092,-2882.61,-2772.8866,-2376.9919,15.5988
599,-795718.2295,-142837.2886,-85440.8825,-15543.5525,-11288.5921,-15768.7798,-15588.0267,-10056.0124,-8194.4509,-5992.9109,-5596.635,-2809.9576,-2786.145,-2178.4451,8.6708
600,-842582.7483,-176430.8163,-116756.3545,-27627.5702,-24122.8494,-19828.5116,-15831.0043,-16384.2252,-10510.8307,-5475.1134,-8630.9865,-3807.1016,-3760.202,-3297.8005,7.499
601,-828259.2875,-175496.9617,-121704.5495,-28874.0998,-25504.4747,-19040.176,-15321.415,-18437.896,-10761.6269,-5981.081,-9631.1258,-3870.2052,-3851.8392,-3411.0905,7.5205
602,-806721.7046,-163158.3451,-106011.717,-30959.415,-26353.8443,-18338.6551,-14936.0028,-16705.8273,-9139.5372,-4811.0012,-9615.0221,-3590.4844,-3752.57,-3209.8018,7.6123
603,-515711.2375,-142269.1222,-93949.7012,-18127.4752,-14381.5899,-11495.5858,-9655.8045,-7347.9021,-7510.9185,-1599.2302,-3443.5388,-1534.991,-1266.7272,-985.7092,2.8195
604,-735475.2363,-202855.1438,-139855.0048,-23442.1502,-15904.5649,-12507.7778,-14112.5639,-10206.6262,-9817.726,-1402.6992,-4734.1161,-2271.5629,-1924.3874,-1533.3073,909.0247
605,-729296.0329,-205003.6915,-134911.3988,-22318.4764,-17310.5165,-13088.0254,-13721.3632,-9948.207,-10424.1916,-2302.8414,-5977.428,-2496.1039,-1920.1075,-1573.479,41.6135
606,-870634.6885,-172812.9065,-137202.3994,-54195.1511,-47656.2065,-38122.7147,-28700.6355,-22823.7862,-19915.2528,-13349.6838,-9009.407,-3784.6143,-3820.3783,-3471.8339,18.9425
607,-920784.9634,-187253.7173,-147099.288,-51125.4935,-44766.5293,-37321.1962,-28977.638,-24151.8317,-19813.3123,-15924.411,-8756.4082,-3931.8674,-4134.0641,-3756.8815,49.7293
608,-866078.4425,-189927.2438,-153675.1971,-50370.4074,-45728.4615,-37931.2428,-29602.5666,-23621.7214,-21299.8161,-14818.2739,-9700.2691,-3879.6225,-4064.4484,-3683.2064,135.8192
609,-915760.4772,-193258.8867,-136019.1728,-36034.3207,-30157.0328,-27700.3089,-22094.6879,-22782.1687,-16446.7707,-9206.4431,-9954.7633,-4419.7449,-4230.8212,-3858.0393,12.7244
610,-918614.3494,-200101.5034,-143633.3917,-37264.5078,-31065.9522,-27266.7501,-21536.9617,-22197.203,-16247.993,-8986.7477,-9951.5627,-4098.564,-4083.2126,-3639.8718,10.1715
611,-904948.473,-185114.3809,-130811.821,-36335.8929,-31118.8394,-26231.7941,-21084.6497,-21936.2245,-16049.4165,-9224.0888,-9414.7164,-3148.2995,-3911.2099,-3481.6986,13.3028
612,-1043615.866,-187582.4572,-135873.6513,-35170.8149,-26453.9424,-24683.1783,-17522.9403,-15444.7185,-12417.9836,-4626.7811,-9686.5629,-4621.5686,-3819.8021,-3009.9665,333.8214
613,-1006085.184,-171465.7858,-126703.7859,-32268.7326,-28590.5389,-22839.8765,-14833.601,-12705.4941,-13220.9564,-4285.9875,-9728.0218,-4493.8341,-3826.4894,-3343.7969,1113.1996
614,-920245.9711,-162464.0322,-115761.9889,-35222.1033,-30085.7783,-27073.6886,-20286.5677,-17303.8533,-11293.0862,-2875.8788,-9024.4502,-4396.5188,-3585.2262,-3194.7884,108.9228
615,-666577.0463,-134157.3597,-83442.7338,-10199.3031,-16330.7015,-15446.4581,-8616.2695,-6835.4171,-10825.9572,-5426.5018,-8172.5393,-4058.2133,-3480.4411,-3183.4091,8.19
616,-690914.5949,-139281.0128,-87877.1023,-12789.6849,-14183.1667,-13690.8244,-8503.3423,-6645.3838,-10316.4554,-5212.8317,-8248.1152,-3902.4557,-3379.3718,-3010.7968,10.2025
617,-683377.1795,-127009.4995,-77643.6967,-8951.7945,-14492.0367,-14182.775,-7154.8479,-5578.8859,-9424.8643,-5495.3741,-7915.8079,-4204.2946,-3489.2049,-2980.4698,7.6796
618,-810570.7857,-130643.4084,-97274.1745,-16159.3977,-19532.9082,-14496.6977,-15563.274,-14411.5368,-8308.6954,-7770.3556,-10763.5753,-3811.7614,-3721.6184,-3162.2669,404.1909
619,-844814.9711,-137125.7581,-103594.6552,-19695.1462,-22687.99,-16844.6077,-16862.1638,-14432.0011,-8152.5013,-7037.0266,-10486.0597,-3895.9054,-3669.5686,-3167.3951,15.388
620,-856091.7612,-127367.6906,-96102.2797,-17186.7666,-20423.1759,-14994.6894,-16966.4914,-14324.3119,-8444.1812,-8522.7083,-9599.1529,-3656.1618,-3760.5102,-3244.838,211.7188
621,-806664.6491,-201009.6316,-121317.1356,-37018.2495,-25103.5689,-16951.5403,-15369.789,-13733.2678,-11351.4129,-5251.3136,-5307.4985,-2836.6812,-2675.2395,-2271.9527,20.2543
622,-739247.6762,-189615.3812,-112019.6613,-36299.1382,-27141.3209,-19399.9251,-16828.5798,-12842.0559,-10683.5954,-5577.6512,-5631.2124,-2833.9871,-2663.5587,-2291.6201,5.7707
623,-796365.1808,-199032.9748,-128573.3915,-38926.3218,-27355.0057,-19750.4588,-17586.8823,-12797.6969,-10876.6485,-5330.5758,-4957.5501,-2251.9826,-2106.3333,-2072.4275,22.3434
624,-915890.8458,-211462.5319,-147309.6772,-35956.4724,-26819.239,-21612.3972,-20728.5678,-18875.9481,-14348.4764,-10452.4587,-4065.4485,-4281.3475,-3481.4429,-2859.2818,19.6052
625,-916566.7,-229656.2572,-162912.7195,-40575.917,-29917.4733,-25843.379,-25850.9803,-22383.2971,-17316.0969,-10183.9497,-5812.111,-4552.781,-3933.3885,-3182.5423,3.0948
626,-949132.1475,-221998.9056,-153709.7858,-35716.464,-27675.5504,-24648.178,-24678.2273,-20453.4427,-13885.5399,-11658.9532,-4824.3393,-4561.7447,-3759.6655,-3179.6301,2.9349
627,-739383.3639,-152671.4313,-108807.9038,-14745.8142,-9842.5002,-5990.3388,-10013.8819,-6363.5444,-7057.918,-1957.9001,-7585.9301,-2928.7995,-2567.946,-2113.0797,13586.9641
628,-754978.8361,-172349.0009,-119298.0296,-17393.0089,-9982.7678,-6248.7374,-10266.7212,-7911.4899,-8627.7791,-2034.2808,-8211.0482,-2974.9915,-2498.8305,-1936.7881,3153.0875
629,-763533.0253,-164667.9901,-109065.4155,-19483.6426,-11996.0093,-8292.1604,-11363.8202,-8181.8833,-8941.8393,-2011.4224,-8280.9254,-2910.7626,-2336.9195,-1867.7766,152.9242
630,-529011.53,-126759.3038,-75904.7744,-18630.1379,-13907.4775,-14029.9477,-13966.4632,-12273.1636,-8796.3237,-8645.5637,-4489.5281,-4399.7895,-3818.0329,-3484.0133,21.6434
631,-531475.2173,-132911.5685,-82975.6043,-17624.1211,-11190.0354,-12843.9551,-12644.4067,-12444.1784,-9228.9114,-8933.8682,-5270.955,-4069.7216,-3503.8389,-2892.5445,25.5899
632,-631828.3668,-145578.9665,-91434.2856,-18721.39,-12129.7993,-11924.1852,-13413.6073,-11389.5712,-7778.8238,-8491.265,-4044.3416,-4118.1643,-3624.7627,-3197.7743,14.1114
633,-708653.2698,-196875.1207,-135385.9036,-27274.1873,-15718.016,-9440.1673,-7329.9485,-11513.8484,-10357.4067,-5578.24,-694.844,-2261.1344,-1987.4375,-1750.1357,2.6773
634,-703830.5863,-184918.3564,-126321.1729,-32001.7267,-18915.2662,-12109.1195,-10222.1746,-12285.2306,-10633.7876,-6080.1455,-948.1465,-2138.5258,-1914.3367,-1557.1337,5.8036
635,-678917.1034,-169520.2149,-108882.4531,-31973.1796,-15649.696,-7835.7277,-6488.4285,-11429.0475,-10069.4007,-5900.8469,-1985.2461,-2462.2598,-1961.3886,-1609.7271,55.5763
636,-647282.818,-103132.02,-65288.675,-22455.1671,-22173.2754,-18802.7896,-14283.7161,-11151.9404,-12425.1309,-3596.9022,-7330.8887,-2480.4252,-2003.4835,-1657.6209,14.4347
637,-650007.3791,-108499.5769,-69737.5876,-18101.8397,-20140.6915,-15581.9707,-12546.3081,-8585.9675,-9777.4143,-3512.2851,-7617.3691,-2480.2762,-2052.5871,-1614.9202,17.9293
638,-633899.111,-110159.8545,-69885.3524,-20751.9821,-18416.8654,-14132.2453,-12696.7913,-9154.0944,-10316.2251,-3660.3631,-7245.7268,-2620.9297,-2201.4079,-1654.563,20.7679
639,-690989.2471,-125711.0048,-88407.6067,-25972.3757,-22196.122,-24942.5106,-15377.0307,-10411.5294,-10062.3476,-16804.4261,-10420.9962,-3804.951,-3852.384,-3368.4669,9.7274
640,-715597.0358,-136266.8211,-101695.1602,-26940.3979,-22902.0304,-25270.706,-15870.9817,-10438.8556,-9833.6505,-18273.9519,-10548.322,-3834.7393,-3960.5399,-3474.0091,11.2312
641,-707882.6478,-136471.8597,-102637.094,-26032.5699,-20328.24,-23631.1085,-13976.127,-7977.6296,-6723.7475,-18000.239,-10446.8211,-3827.6038,-3778.7402,-3301.8229,9.0263
642,-1012737.298,-203799.0987,-152571.9139,-27867.3497,-21357.3492,-22201.5595,-18615.3384,-10942.2222,-8473.4322,-6142.8793,-4057.357,-4361.2589,-3664.4838,-3165.6695,4.7342
643,-960697.4833,-201639.9206,-137908.516,-24129.6664,-17198.1832,-18063.1833,-17423.0256,-9942.3241,-6933.7539,-5707.0546,-3457.0263,-4071.1922,-3601.2897,-3010.0197,5.5277
644,-922330.1565,-200136.2435,-132950.1185,-20800.6338,-14305.6712,-15050.234,-16563.0425,-9358.0887,-6424.616,-5643.3933,-3205.9078,-4119.2203,-3718.1416,-3118.4872,251.8796
645,-675483.477,-135371.5735,-83633.5667,-20297.0658,-23290.2844,-15609.0091,-10199.4348,-10664.2365,-5950.2217,-596.7973,-6465.4554,-2200.0465,-2071.0672,-1652.4166,6.7766
646,-677637.1074,-149973.0166,-98001.0017,-21155.5235,-21505.8972,-18814.5124,-12357.1378,-11714.201,-7315.3746,-722.874,-7153.8053,-2395.2873,-1963.4738,-1636.8416,6.7978
647,-708794.6939,-141466.2945,-88142.5647,-27346.9355,-26166.1978,-14626.3755,-9689.7928,-10778.7895,-6183.963,-518.42,-7648.4082,-2126.1555,-1996.4479,-1752.8928,12.4024
648,-748812.9281,-121483.398,-87080.4004,-21519.3757,-18401.3306,-16650.2092,-11348.5335,-12155.3509,-8908.671,-2832.099,-10253.0207,-3996.8333,-3256.5524,-2630.2668,21.0579
649,-734564.4009,-102737.4925,-67817.5728,-23367.6912,-21270.7209,-19751.3361,-13351.465,-12701.7585,-10461.4984,-3061.7219,-11170.0728,-3851.538,-3236.5738,-2755.6386,35.3407
650,-740441.419,-114755.1714,-81861.296,-21101.2965,-18064.0131,-15903.4745,-10801.0578,-11227.4297,-8839.1359,-2669.8635,-9821.0762,-3341.3834,-2671.6,-2248.3637,346.9644
651,-719827.0497,-139861.3128,-79933.7353,-18953.6183,-17283.3411,-16788.0903,-13491.506,-13752.6385,-6162.3557,-2922.1766,-7500.6369,-2412.051,-2077.7283,-1653.1909,134.9395
652,-741945.1821,-131599.1717,-76452.7972,-18255.0044,-17870.6932,-16400.5381,-14344.7723,-13861.6691,-6664.2829,-4025.7472,-6762.7016,-2433.9347,-2103.22,-1707.8497,3.543
653,-798136.9403,-159484.1422,-103651.3305,-22373.0979,-19998.0217,-15433.761,-12590.6522,-13328.1685,-5801.2373,-2551.6368,-7035.2432,-2440.538,-2091.3993,-1657.6421,7.666
654,-870188.576,-217772.674,-142335.7888,-43394.7266,-30462.1152,-22888.4818,-17304.06,-17525.7941,-14154.315,-7844.2157,-3237.159,-4594.7459,-3946.2121,-3526.8726,2.849
655,-904881.7587,-243944.9537,-183413.3462,-41455.7141,-27884.6158,-22676.6381,-22494.8428,-20415.0102,-20399.7154,-11590.3812,-4463.8942,-4726.1925,-3933.0333,-3395.3575,3.2712
656,-885497.8821,-216641.3683,-156056.169,-42760.1074,-33375.8867,-21526.5519,-16376.5048,-16834.9423,-12773.3992,-7173.8251,-3269.4477,-4637.6295,-4024.6285,-3484.1397,4.3243
657,-916812.4687,-155835.101,-100075.6321,-26820.5364,-20536.1391,-20202.1969,-16192.8717,-8760.4623,-6101.8925,-13650.8193,-8375.105,-3261.6757,-4060.3484,-3653.7582,1529.4798
658,-933604.5443,-138560.7862,-82863.0042,-18747.9768,-19768.7831,-17769.7272,-22250.4089,-12934.042,-8637.4148,-13454.2499,-8173.7517,-3267.9556,-3827.2703,-3473.1185,9121.7884
